Unique_ID,Domain,Taxonomic group,Scientific name,COSEWIC common name,COSEWIC population,COSEWIC status,COSEWIC last assessment date,Estimated re-assessment,Legal common name,Legal population,Schedule 1 status,Last status change,SARA schedule,Date added,Range,Under consideration for,GIC decision,Scheduled Assessment
Eschrichtius robustus - Grey Whale (Pacific Coast Feeding Group population),Aquatic,Mammals (marine),Eschrichtius robustus,Grey Whale,Pacific Coast Feeding Group population,Endangered,2017-11-01,2027-11-01 00:00:00,Grey Whale,Pacific Coast Feeding Group population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Eschrichtius robustus - Grey Whale (Western Pacific population),Aquatic,Mammals (marine),Eschrichtius robustus,Grey Whale,Western Pacific population,Endangered,2017-11-01,2027-11-01 00:00:00,Grey Whale,Western Pacific population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Eubalaena glacialis - Right Whale,Aquatic,Mammals (marine),Eubalaena glacialis,Right Whale,NA,Non-active,2003-05-01,2013-05-01 00:00:00,Right Whale,NA,NA,9999-01-01,NA,9999-01-01,"Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Eubalaena japonica - North Pacific Right Whale,Aquatic,Mammals (marine),Eubalaena japonica,North Pacific Right Whale,NA,Endangered,2015-05-01,2025-05-01 00:00:00,North Pacific Right Whale,NA,Endangered,2006-08-15,Schedule 1,2006-08-15,Pacific Ocean,NA,Added to list,9999-01-01
Euchloe ausonides insulanus - Island Marble,Terrestrial,Arthropods,Euchloe ausonides insulanus,Island Marble,NA,Extirpated,2022-12-03,2032-12-03 00:00:00,Island Marble,NA,Extirpated,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Euderma maculatum - Spotted Bat,Terrestrial,Mammals (terrestrial),Euderma maculatum,Spotted Bat,NA,Special Concern,2014-11-28,2024-11-28 00:00:00,Spotted Bat,NA,Special Concern,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Eumetopias jubatus - Steller Sea Lion,Aquatic,Mammals (marine),Eumetopias jubatus,Steller Sea Lion,NA,Special Concern,2013-11-01,2023-11-01 00:00:00,Steller Sea Lion,NA,Special Concern,2005-07-14,Schedule 1,2005-07-14,"British Columbia, Pacific Ocean",NA,Added to list,9999-01-01
Euphagus carolinus - Rusty Blackbird,Terrestrial,Birds,Euphagus carolinus,Rusty Blackbird,NA,Special Concern,2017-04-28,2027-04-28 00:00:00,Rusty Blackbird,NA,Special Concern,2009-03-05,Schedule 1,2009-03-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Euphydryas editha taylori - Taylor's Checkerspot,Terrestrial,Arthropods,Euphydryas editha taylori,Taylor's Checkerspot,NA,Endangered,2011-05-06,2021-05-06 00:00:00,Taylor's Checkerspot,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Euphyes vestris vestris - Dun Skipper vestris subspecies,Terrestrial,Arthropods,Euphyes vestris vestris,Dun Skipper vestris subspecies,NA,Threatened,2013-05-03,2023-05-03 00:00:00,Dun Skipper vestris subspecies,NA,Threatened,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Eurybia radulina - Rough-leaved Aster,Terrestrial,Vascular Plants,Eurybia radulina,Rough-leaved Aster,NA,Threatened,2024-05-09,2034-05-09 00:00:00,Rough-leaved Aster,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Fabronia pusilla - Silver Hair Moss,Terrestrial,Mosses,Fabronia pusilla,Silver Hair Moss,NA,Endangered,2012-05-04,2022-05-04 00:00:00,Silver Hair Moss,NA,Endangered,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Falco columbarius - Merlin,Terrestrial,Birds,Falco columbarius,Merlin,NA,Not at Risk,1985-04-01,1995-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Falco mexicanus - Prairie Falcon,Terrestrial,Birds,Falco mexicanus,Prairie Falcon,NA,Not at Risk,1996-04-01,2006-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Saskatchewan",NA,NA,9999-01-01
Falco peregrinus anatum - Peregrine Falcon anatum subspecies,Terrestrial,Birds,Falco peregrinus anatum,Peregrine Falcon anatum subspecies,NA,Non-active,2007-04-22,2017-04-22 00:00:00,Peregrine Falcon anatum subspecies,NA,No Status,2013-03-08,No schedule,2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,Struck - WS reassignment,9999-01-01
Falco peregrinus anatum/tundrius - Peregrine Falcon anatum/tundrius,Terrestrial,Birds,Falco peregrinus anatum/tundrius,Peregrine Falcon anatum/tundrius,NA,Not at Risk,2017-11-01,2027-11-01 00:00:00,Peregrine Falcon anatum/tundrius,NA,No Status,2023-02-15,No schedule,2003-06-05,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,Delisted: Special Concern to not at risk,9999-01-01
Falco peregrinus pealei - Peregrine Falcon pealei subspecies,Terrestrial,Birds,Falco peregrinus pealei,Peregrine Falcon pealei subspecies,NA,Special Concern,2017-11-01,2027-11-01 00:00:00,Peregrine Falcon pealei subspecies,NA,Special Concern,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Falco rusticolus - Gyrfalcon,Terrestrial,Birds,Falco rusticolus,Gyrfalcon,NA,Not at Risk,1987-04-01,1997-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Fisherola nuttallii - Shortface Lanx,Aquatic,Molluscs,Fisherola nuttallii,Shortface Lanx,NA,Endangered,2016-04-29,2026-04-29 00:00:00,Shortface Lanx,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Fissidens exilis - Pygmy Pocket Moss,Terrestrial,Mosses,Fissidens exilis,Pygmy Pocket Moss,NA,Not at Risk,2016-04-29,2026-04-29 00:00:00,Pygmy Pocket Moss,NA,No Status,2019-02-25,No schedule,2006-08-15,"British Columbia, Nova Scotia, Ontario, Quebec",NA,Delisted: Special Concern to not at risk,9999-01-01
Fissidens pauperculus - Poor Pocket Moss,Terrestrial,Mosses,Fissidens pauperculus,Poor Pocket Moss,NA,Endangered,2022-12-03,2032-12-03 00:00:00,Poor Pocket Moss,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Fluminicola fuscus - Ashy Pebblesnail,Aquatic,Molluscs,Fluminicola fuscus,Ashy Pebblesnail,NA,Not applicable,9999-01-01,9999-01-01,NA,NA,NA,9999-01-01,NA,9999-01-01,"BC, CMN, CWS, DFO, Parks",NA,NA,2026-04-01
Fulica americana - American Coot,Terrestrial,Birds,Fulica americana,American Coot,NA,Not at Risk,1991-04-01,2001-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Northwest Territories, Nova Scotia, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Galeorhinus galeus - Tope,Aquatic,Fishes (marine),Galeorhinus galeus,Tope,NA,Special Concern,2021-05-05,2031-05-05 00:00:00,Tope,NA,Special Concern,2009-03-05,Schedule 1,2009-03-05,"British Columbia, Pacific Ocean",NA,Added to list,9999-01-01
Gasterosteus aculeatus - Enos Lake Benthic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Enos Lake Benthic Threespine Stickleback,NA,Extinct,2023-12-01,2033-12-01 00:00:00,Enos Lake Benthic Threespine Stickleback,NA,Endangered,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Enos Lake Limnetic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Enos Lake Limnetic Threespine Stickleback,NA,Extinct,2023-12-01,2033-12-01 00:00:00,Enos Lake Limnetic Threespine Stickleback,NA,Endangered,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Giant Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Giant Threespine Stickleback,NA,Special Concern,2023-12-01,2033-12-01 00:00:00,Giant Threespine Stickleback,NA,Special Concern,2019-08-08,Schedule 1,2019-08-08,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Hadley Lake Benthic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Hadley Lake Benthic Threespine Stickleback,NA,Extinct,2000-05-01,2010-05-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Gasterosteus aculeatus - Hadley Lake Limnetic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Hadley Lake Limnetic Threespine Stickleback,NA,Extinct,2000-05-01,2010-05-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Gasterosteus aculeatus - Little Quarry Lake Benthic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Little Quarry Lake Benthic Threespine Stickleback,NA,Threatened,2023-12-01,2033-12-01 00:00:00,Little Quarry Lake Benthic Threespine Stickleback,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Gasterosteus aculeatus - Little Quarry Lake Limnetic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Little Quarry Lake Limnetic Threespine Stickleback,NA,Threatened,2023-12-01,2033-12-01 00:00:00,Little Quarry Lake Limnetic Threespine Stickleback,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Gasterosteus aculeatus - Misty Lake Lentic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Misty Lake Lentic Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Misty Lake Lentic Threespine Stickleback,NA,Endangered,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Misty Lake Lotic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Misty Lake Lotic Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Misty Lake Lotic Threespine Stickleback,NA,Endangered,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Paxton Lake Benthic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Paxton Lake Benthic Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Paxton Lake Benthic Threespine Stickleback,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Paxton Lake Limnetic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Paxton Lake Limnetic Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Paxton Lake Limnetic Threespine Stickleback,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Unarmoured Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Unarmoured Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Unarmoured Threespine Stickleback,NA,Special Concern,9999-01-01,Schedule 1,2019-08-08,British Columbia,Status change,Pending,9999-01-01
Gasterosteus aculeatus - Vananda Creek Benthic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Vananda Creek Benthic Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Vananda Creek Benthic Threespine Stickleback,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Gasterosteus aculeatus - Vananda Creek Limnetic Threespine Stickleback,Aquatic,Fishes (freshwater),Gasterosteus aculeatus,Vananda Creek Limnetic Threespine Stickleback,NA,Endangered,2023-12-01,2033-12-01 00:00:00,Vananda Creek Limnetic Threespine Stickleback,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Gasterosteus spp. - Enos Lake Threespine Sticklebacks,Aquatic,Fishes (freshwater),Gasterosteus spp.,Enos Lake Threespine Sticklebacks,NA,Non-active,2002-11-01,2012-11-01 00:00:00,Enos Lake Sticklebacks,NA,NA,9999-01-01,NA,9999-01-01,British Columbia,NA,NA,9999-01-01
Gavia adamsii - Yellow-billed Loon,Terrestrial,Birds,Gavia adamsii,Yellow-billed Loon,NA,Not at Risk,1997-04-01,2007-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Quebec, Yukon",NA,NA,9999-01-01
Gavia immer - Common Loon,Terrestrial,Birds,Gavia immer,Common Loon,NA,Not at Risk,1997-04-01,2007-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Globicephala macrorhynchus - Short-finned Pilot Whale,Aquatic,Mammals (marine),Globicephala macrorhynchus,Short-finned Pilot Whale,NA,Not at Risk,1993-04-01,2003-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Gnaphosa snohomish - Georgia Basin Bog Spider,Terrestrial,Arthropods,Gnaphosa snohomish,Georgia Basin Bog Spider,NA,Special Concern,2012-11-25,2022-11-25 00:00:00,Georgia Basin Bog Spider,NA,Special Concern,2018-02-02,Schedule 1,2018-02-02,British Columbia,NA,Added to list,9999-01-01
Gonidea angulata - Rocky Mountain Ridged Mussel,Aquatic,Molluscs,Gonidea angulata,Rocky Mountain Ridged Mussel,NA,Endangered,2010-11-26,2020-11-26 00:00:00,Rocky Mountain Ridged Mussel,NA,Special Concern,9999-01-01,Schedule 1,2005-07-14,British Columbia,Status change,Pending,9999-01-01
Gonidea angulata - Western Ridged Mussel,Aquatic,Molluscs,Gonidea angulata,Western Ridged Mussel,NA,Endangered,9999-01-01,9999-01-01,NA,NA,NA,9999-01-01,NA,9999-01-01,"BC, CMN, CWS, DFO, Parks",NA,NA,2025-11-01
Grammia complicata - Island Tiger Moth,Terrestrial,Arthropods,Grammia complicata,Island Tiger Moth,NA,Threatened,2013-05-03,2023-05-03 00:00:00,Island Tiger Moth,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Grampus griseus - Risso's Dolphin,Aquatic,Mammals (marine),Grampus griseus,Risso's Dolphin,NA,Not at Risk,1990-04-01,2000-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Grus canadensis tabida - Sandhill Crane tabida subspecies,Terrestrial,Birds,Grus canadensis tabida,Sandhill Crane tabida subspecies,NA,Not at Risk,1979-04-01,1989-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Manitoba, Ontario",NA,NA,9999-01-01
Gulo gulo - Wolverine,Terrestrial,Mammals (terrestrial),Gulo gulo,Wolverine,NA,Special Concern,2014-05-02,2024-05-02 00:00:00,Wolverine,NA,Special Concern,2018-05-30,Schedule 1,2005-01-12,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Gulo gulo - Wolverine (Western population),Terrestrial,Mammals (terrestrial),Gulo gulo,Wolverine,Western population,Non-active,2014-05-02,2024-05-02 00:00:00,Wolverine,Western population,No Status,2005-01-12,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Ontario, Saskatchewan, Yukon",NA,Decision deferred further consultations required,9999-01-01
Gulo gulo - Wolverine (original designation),Terrestrial,Mammals (terrestrial),Gulo gulo,Wolverine,original designation,Non-active,1989-04-01,1999-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, Newfoundland and Labrador, Northwest Territories, Nunavut, Ontario, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Hackelia ciliata - Okanogan Stickseed,Terrestrial,Vascular Plants,Hackelia ciliata,Okanogan Stickseed,NA,Not at Risk,2007-11-30,2017-11-30 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,NA,NA,9999-01-01
Haliaeetus leucocephalus - Bald Eagle,Terrestrial,Birds,Haliaeetus leucocephalus,Bald Eagle,NA,Not at Risk,1984-04-01,1994-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Haliotis kamtschatkana - Northern Abalone,Aquatic,Molluscs,Haliotis kamtschatkana,Northern Abalone,NA,Endangered,2009-04-26,2019-04-26 00:00:00,Northern Abalone,NA,Endangered,2011-06-23,Schedule 1,2003-06-05,"British Columbia, Pacific Ocean",NA,Uplisted: Threatened to endangered,2025-11-01
Haplodontium macrocarpum - Porsild's Bryum,Terrestrial,Mosses,Haplodontium macrocarpum,Porsild's Bryum,NA,Threatened,2017-11-01,2027-11-01 00:00:00,Porsild's Bryum,NA,Threatened,2011-02-04,Schedule 1,2011-02-04,"Alberta, British Columbia, Newfoundland and Labrador, Nunavut",NA,Added to list,9999-01-01
Hemileuca nuttalli - Nuttall's Sheep Moth,Terrestrial,Arthropods,Hemileuca nuttalli,Nuttall's Sheep Moth,NA,Endangered,2015-11-26,2025-11-26 00:00:00,Nuttall's Sheep Moth,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Hemphillia dromedarius - Dromedary Jumping-slug,Terrestrial,Molluscs,Hemphillia dromedarius,Dromedary Jumping-slug,NA,Threatened,2014-05-02,2024-05-02 00:00:00,Dromedary Jumping-slug,NA,Threatened,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Hemphillia glandulosa - Warty Jumping-slug,Terrestrial,Molluscs,Hemphillia glandulosa,Warty Jumping-slug,NA,Special Concern,2013-05-03,2023-05-03 00:00:00,Warty Jumping-slug,NA,Special Concern,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Hesperia colorado oregonia - Oregon Branded Skipper,Terrestrial,Arthropods,Hesperia colorado oregonia,Oregon Branded Skipper,NA,Endangered,2013-11-01,2023-11-01 00:00:00,Oregon Branded Skipper,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Hesperochiron pumilus - Dwarf Hesperochiron,Terrestrial,Vascular Plants,Hesperochiron pumilus,Dwarf Hesperochiron,NA,Endangered,2019-05-03,2029-05-03 00:00:00,Dwarf Hesperochiron,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Heterodermia sitchensis - Seaside Centipede Lichen,Terrestrial,Lichens,Heterodermia sitchensis,Seaside Centipede Lichen,NA,Threatened,2021-05-05,2031-05-05 00:00:00,Seaside Centipede Lichen,NA,Endangered,9999-01-01,Schedule 1,2003-06-05,British Columbia,Status change,Pending,9999-01-01
Hexanchus griseus - Bluntnose Sixgill Shark,Aquatic,Fishes (marine),Hexanchus griseus,Bluntnose Sixgill Shark,NA,Special Concern,2007-04-22,2017-04-22 00:00:00,Bluntnose Sixgill Shark,NA,Special Concern,2009-03-05,Schedule 1,2009-03-05,Pacific Ocean,NA,Added to list,9999-01-01
Hirundo rustica - Barn Swallow,Terrestrial,Birds,Hirundo rustica,Barn Swallow,NA,Special Concern,2021-05-05,2031-05-05 00:00:00,Barn Swallow,NA,Threatened,9999-01-01,Schedule 1,2017-11-02,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",Status change,Pending,9999-01-01
Hybognathus hankinsoni - Brassy Minnow (Pacific population),Aquatic,Fishes (freshwater),Hybognathus hankinsoni,Brassy Minnow,Pacific population,Special Concern,2022-05-11,2032-05-11 00:00:00,Brassy Minnow,Pacific population,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Hybognathus hankinsoni - Brassy Minnow (Western Arctic population),Aquatic,Fishes (freshwater),Hybognathus hankinsoni,Brassy Minnow,Western Arctic population,Special Concern,2022-05-11,2032-05-11 00:00:00,Brassy Minnow,Western Arctic population,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia",Addition,Pending,9999-01-01
Hypogymnia heterophylla - Seaside Bone Lichen,Terrestrial,Lichens,Hypogymnia heterophylla,Seaside Bone Lichen,NA,Not at Risk,2022-05-11,2032-05-11 00:00:00,Seaside Bone Lichen,NA,Threatened,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
Hypsiglena chlorophaea - Desert Nightsnake,Terrestrial,Reptiles,Hypsiglena chlorophaea,Desert Nightsnake,NA,Endangered,2011-05-06,2021-05-06 00:00:00,Desert Nightsnake,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Icaricia saepiolus insulanus - Island Blue,Terrestrial,Arthropods,Icaricia saepiolus insulanus,Island Blue,NA,Endangered,2022-12-03,2032-12-03 00:00:00,Island Blue,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Icteria virens auricollis - Yellow-breasted Chat auricollis subspecies (Southern Mountain population),Terrestrial,Birds,Icteria virens auricollis,Yellow-breasted Chat auricollis subspecies,Southern Mountain population,Endangered,2011-11-25,2021-11-25 00:00:00,Yellow-breasted Chat auricollis subspecies,Southern Mountain population,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Isoetes minima - Columbia Quillwort,Terrestrial,Vascular Plants,Isoetes minima,Columbia Quillwort,NA,Endangered,2019-05-03,2029-05-03 00:00:00,Columbia Quillwort,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Juncus kelloggii - Kellogg's Rush,Terrestrial,Vascular Plants,Juncus kelloggii,Kellogg's Rush,NA,Endangered,2003-05-01,2013-05-01 00:00:00,Kellogg's Rush,NA,Endangered,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Kogia breviceps - Pygmy Sperm Whale,Aquatic,Mammals (marine),Kogia breviceps,Pygmy Sperm Whale,NA,Not at Risk,1994-04-01,2004-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Kogia simus - Dwarf Sperm Whale,Aquatic,Mammals (marine),Kogia simus,Dwarf Sperm Whale,NA,Data Deficient,1997-04-01,2007-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Kootenaia burkei - Pygmy Slug,Terrestrial,Molluscs,Kootenaia burkei,Pygmy Slug,NA,Special Concern,2016-04-29,2026-04-29 00:00:00,Pygmy Slug,NA,Special Concern,2019-02-25,Schedule 1,2019-02-25,British Columbia,NA,Added to list,9999-01-01
Lagenorhynchus obliquidens - Pacific White-sided Dolphin,Aquatic,Mammals (marine),Lagenorhynchus obliquidens,Pacific White-sided Dolphin,NA,Not at Risk,1990-04-01,2000-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Lampetra richardsoni - Western Brook Lamprey (Morrison Creek population),Aquatic,Fishes (freshwater),Lampetra richardsoni,Western Brook Lamprey,Morrison Creek population,Endangered,2010-04-25,2020-04-25 00:00:00,Western Brook Lamprey,Morrison Creek population,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Lanius ludovicianus - Loggerhead Shrike,Terrestrial,Birds,Lanius ludovicianus,Loggerhead Shrike,NA,Non-active,1991-04-01,2001-04-01 00:00:00,Loggerhead Shrike,NA,NA,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec, Saskatchewan",NA,NA,9999-01-01
Lasionycteris noctivagans - Silver-haired Bat,Terrestrial,Mammals (terrestrial),Lasionycteris noctivagans,Silver-haired Bat,NA,Endangered,2023-05-05,2033-05-05 00:00:00,Silver-haired Bat,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Quebec, Saskatchewan, Yukon",Addition,Pending,9999-01-01
Lasiopogon pacificus - Pacific Sandpirate,Terrestrial,Arthropods,Lasiopogon pacificus,Pacific Sandpirate,NA,Special Concern,2024-05-09,2034-05-09 00:00:00,Pacific Sandpirate,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Lasiurus borealis - Eastern Red Bat,Terrestrial,Mammals (terrestrial),Lasiurus borealis,Eastern Red Bat,NA,Endangered,2023-05-05,2033-05-05 00:00:00,Eastern Red Bat,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",Addition,Pending,9999-01-01
Lasiurus cinereus - Hoary Bat,Terrestrial,Mammals (terrestrial),Lasiurus cinereus,Hoary Bat,NA,Endangered,2023-05-05,2033-05-05 00:00:00,Hoary Bat,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",Addition,Pending,9999-01-01
Lasthenia glaberrima - Rayless Goldfields,Terrestrial,Vascular Plants,Lasthenia glaberrima,Rayless Goldfields,NA,Endangered,2008-04-25,2018-04-25 00:00:00,Rayless Goldfields,NA,Endangered,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
Lathyrus littoralis - Silky Beach Pea,Terrestrial,Vascular Plants,Lathyrus littoralis,Silky Beach Pea,NA,Threatened,2013-05-03,2023-05-03 00:00:00,Silky Beach Pea,NA,Threatened,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
